symbol,name,price,marketCap,volume,industry
PPG,PPG Industries Inc. Common Stock,122.61,27329769000.0,1790374,Consumer Discretionary
FE,FirstEnergy Corp. Common Stock,47.07,27226755407.0,3345181,Utilities
ES,Eversource Energy (D/B/A) Common Stock,72.2,27152977805.0,2790879,Utilities
OTIS,Otis Worldwide Corporation Common Stock ,70.64,27105703609.0,2876164,Technology
FISV,Fiserv Inc. Common Stock,50.73,27051974710.0,7049501,Consumer Discretionary
WSM,Williams-Sonoma Inc. Common Stock (DE),228.15,26863889300.0,1543989,Consumer Discretionary
PPL,PPL Corporation Common Stock,35.62,26798719894.0,8594985,Utilities
CPRT,Copart Inc. (DE) Common Stock,28.79,26654112567.0,15184879,Consumer Discretionary
DXCM,DexCom Inc. Common Stock,68.86,26571213196.0,4794108,Health Care
AVB,AvalonBay Communities Inc. Common Stock,190.43,26491111300.0,919820,Real Estate
WRB,W.R. Berkley Corporation Common Stock,70.66,26305073883.0,1923146,Finance
RF,Regions Financial Corporation Common Stock,30.8,26284089770.0,7417440,Finance
MTD,Mettler-Toledo International Inc. Common Stock,1300.38,26277560188.0,265405,Industrials
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,275.04,25976971319.0,695300,Finance
HUBB,Hubbell Inc Common Stock,490.12,25898811743.0,740280,Technology
SYF,Synchrony Financial Common Stock,76.77,25823143478.0,3537208,Finance
WST,West Pharmaceutical Services Inc. Common Stock,365.0,25786372175.0,854015,Health Care
AWK,American Water Works Company Inc. Common Stock,131.79,25736019863.0,2462181,Utilities
EQR,Equity Residential Common Shares of Beneficial Interest,68.63,25713721173.0,2851925,Real Estate
DG,Dollar General Corporation Common Stock,115.2,25411581734.0,2676486,Consumer Discretionary
PHM,PulteGroup Inc. Common Stock,132.59,25256585544.0,1676136,Consumer Discretionary
KEY,KeyCorp Common Stock,23.25,25208247246.0,11474606,Finance
FSLR,First Solar Inc. Common Stock,232.08,24937776485.0,1417461,Technology
TROW,T. Rowe Price Group Inc. Common Stock,116.11,24878495623.0,2185390,Finance
LUV,Southwest Airlines Company Common Stock,50.47,24668409295.0,5010026,Consumer Discretionary
SW,Smurfit WestRock plc Ordinary Shares,46.09,24172549355.0,3942396,Consumer Discretionary
VRSK,Verisk Analytics Inc. Common Stock,183.72,24071332445.0,3280034,Industrials
FFIV,F5 Inc. Common Stock,424.18,23931916192.0,669138,Telecommunications
DGX,Quest Diagnostics Incorporated Common Stock,216.02,23912642593.0,1004458,Health Care
RL,Ralph Lauren Corporation Common Stock,398.02,23688696035.0,499758,Industrials
STZ,Constellation Brands Inc. Common Stock,136.88,23570526163.0,4514868,Consumer Staples
PFG,Principal Financial Group Inc Common Stock,108.93,23530228989.0,1411692,Finance
L,Loews Corporation Common Stock,114.12,23482343787.0,770155,Finance
CMS,CMS Energy Corporation Common Stock,75.92,23453176184.0,4382725,Utilities
VRSN,VeriSign Inc. Common Stock,255.9,23286900000.0,635788,Technology
DLTR,Dollar Tree Inc. Common Stock,121.15,23281951336.0,5394140,Consumer Discretionary
LH,Labcorp Holdings Inc. Common Stock,283.88,23278160000.0,722250,Health Care
DRI,Darden Restaurants Inc. Common Stock,201.95,23130343856.0,1417766,Consumer Discretionary
CHD,Church & Dwight Company Inc. Common Stock,97.21,23033287550.0,1294686,Consumer Discretionary
BRO,Brown & Brown Inc. Common Stock,67.36,22831526570.0,2734972,Finance
FOXA,Fox Corporation Class A Common Stock,54.13,22744685231.0,9095824,Industrials
INCY,Incyte Corp. Common Stock,113.81,22734429300.0,1711315,Health Care
CHRW,C.H. Robinson Worldwide Inc. Common Stock,191.27,22545576743.0,1950102,Industrials
NI,NiSource Inc Common Stock,46.87,22366154444.0,5120040,Utilities
CPAY,Corpay Inc. Common Stock,340.94,22284492664.0,530551,Consumer Discretionary
VLTO,Veralto Corp Common Stock ,90.34,22187437690.0,2795031,Industrials
EXPD,Expeditors International of Washington Inc. Common Stock,166.81,21817268896.0,1557943,Industrials
OMC,Omnicom Group Inc. Common Stock,76.11,21691821578.0,5405101,Consumer Discretionary
EXE,Expand Energy Corporation Common Stock,89.57,21427728005.0,3803701,Energy
PKG,Packaging Corporation of America Common Stock,237.93,21199241081.0,513093,Consumer Discretionary
FIS,Fidelity National Information Services Inc. Common Stock,40.8,21088669361.0,6015686,Consumer Discretionary
LEN,Lennar Corporation Class A Common Stock,87.06,20972331063.0,2682813,Consumer Discretionary
SNA,Snap-On Incorporated Common Stock,403.28,20890676684.0,302779,Consumer Discretionary
STE,STERIS plc (Ireland) Ordinary Shares,212.3,20721007566.0,1080330,Health Care
IFF,International Flavors & Fragrances Inc. Common Stock,81.15,20717876834.0,2236198,Industrials
TSN,Tyson Foods Inc. Common Stock,58.43,20574920959.0,2482513,Consumer Staples
GPN,Global Payments Inc. Common Stock,75.05,20529440200.0,4259286,Consumer Discretionary
BG,Bunge Limited Common Shares,104.89,20350560082.0,2297409,Consumer Staples
FOX,Fox Corporation Class B Common Stock,48.42,20345421372.0,2486451,Industrials
IP,International Paper Company Common Stock,38.34,20301680783.0,4196934,Basic Materials
ROL,Rollins Inc. Common Stock,42.14,20288878759.0,3489358,Consumer Discretionary
AMCR,Amcor plc Ordinary Shares,43.64,20176765912.0,3364926,Consumer Discretionary
GIS,General Mills Inc. Common Stock,37.77,20157139604.0,27489207,Consumer Staples
HPQ,HP Inc. Common Stock,22.02,20137789634.0,11895125,Technology
LII,Lennox International Inc. Common Stock,571.08,19873565725.0,597107,Industrials
EVRG,Evergy Inc. Common Stock,86.19,19867917625.0,2209540,Utilities
LNT,Alliant Energy Corporation Common Stock,75.79,19574816634.0,2220851,Utilities
ULTA,Ulta Beauty Inc. Common Stock,454.78,19550678857.0,774448,Consumer Discretionary
DOW,Dow Inc. Common Stock ,27.02,19474433655.0,13818366,Industrials
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,41.07,19461819092.0,12061258,Technology
CHTR,Charter Communications Inc. Class A Common Stock New,139.84,19435597654.0,2225858,Telecommunications
EFX,Equifax Inc. Common Stock,162.17,19309972568.0,1695233,Finance
SBAC,SBA Communications Corporation Class A Common Stock,180.75,19170890323.0,1215786,Real Estate
ESS,Essex Property Trust Inc. Common Stock,295.18,18969112786.0,360231,Real Estate
DD,DuPont de Nemours Inc. Common Stock,138.47,18918113836.0,1444290,Industrials
VTRS,Viatris Inc. Common Stock,16.18,18842461942.0,13488745,Health Care
FTV,Fortive Corporation Common Stock ,61.8,18840411098.0,2231337,Industrials
FDXF,FedEx Freight Holding Company Inc. Common Stock,155.77,18579284966.0,2520032,Consumer Discretionary
INVH,Invitation Homes Inc. Common Stock,30.35,18029173365.0,4601863,Finance
NVR,NVR Inc. Common Stock,6643.73,17933367239.0,22399,Consumer Discretionary
BEN,Franklin Resources Inc. Common Stock,34.06,17698841738.0,4544213,Finance
CDW,CDW Corporation Common Stock,138.41,17682355153.0,1771453,Technology
WY,Weyerhaeuser Company Common Stock,23.56,16987773080.0,4910666,Real Estate
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),52.58,16972023364.0,4829535,Industrials
TSCO,Tractor Supply Company Common Stock,32.26,16918744612.0,8870297,Consumer Discretionary
KIM,Kimco Realty Corporation (HC) Common Stock,25.08,16913695983.0,4600892,Real Estate
IEX,IDEX Corporation Common Stock,224.96,16650426098.0,862819,Industrials
SMCI,Super Micro Computer Inc. Common Stock,27.65,16629221027.0,52034253,Technology
CF,CF Industries Holdings Inc. Common Stock,108.16,16616542276.0,2586388,Industrials
NDSN,Nordson Corporation Common Stock,295.64,16472454147.0,657583,Industrials
MAS,Masco Corporation Common Stock,81.64,16469599437.0,2650569,Industrials
BALL,Ball Corporation Common Stock,61.75,16440722054.0,2170924,Industrials
AKAM,Akamai Technologies Inc. Common Stock,112.81,16400932727.0,4235475,Consumer Discretionary
BR,Broadridge Financial Solutions Inc. Common Stock,140.93,16299723796.0,1437268,Consumer Discretionary
MAA,Mid-America Apartment Communities Inc. Common Stock,139.94,16286889192.0,986092,Real Estate
ZBH,Zimmer Biomet Holdings Inc. Common Stock,84.17,16283737110.0,3485188,Health Care
BBY,Best Buy Co. Inc. Common Stock,77.23,16277545141.0,4082359,Consumer Discretionary
GPC,Genuine Parts Company Common Stock,117.4,16157121583.0,1367308,Consumer Discretionary
ALB,Albemarle Corporation Common Stock,136.08,16048547308.0,2413474,Industrials
NWS,News Corporation Class B Common Stock,29.25,16012817730.0,2134503,Consumer Discretionary
HST,Host Hotels & Resorts Inc. Common Stock,23.35,15991931211.0,17417693,Real Estate
TXT,Textron Inc. Common Stock,91.93,15985614023.0,1335154,Industrials
GNRC,Generac Holdlings Inc. Common Stock,270.22,15907494980.0,1022526,Consumer Discretionary
GEN,Gen Digital Inc. Common Stock,26.11,15729547928.0,9751293,Technology
DOC,Healthpeak Properties Inc. Common Stock,21.64,14919042351.0,7119126,Real Estate
J,Jacobs Solutions Inc. Common Stock,124.63,14716419950.0,1284595,Industrials
DVA,DaVita Inc. Common Stock,228.03,14639526000.0,850529,Health Care
REG,Regency Centers Corporation Common Stock,79.37,14532392222.0,1701274,Real Estate
EG,Everest Group Ltd. Common Stock,359.93,14243006708.0,444279,Finance
MKC,McCormick & Company Incorporated Common Stock,52.91,14224935616.0,5566192,Consumer Staples
SWK,Stanley Black & Decker Inc. Common Stock,91.34,14199311216.0,1780448,Consumer Discretionary
NWSA,News Corporation Class A Common Stock,25.78,14113177473.0,7135556,Consumer Discretionary
COO,The Cooper Companies Inc. Common Stock,71.95,14032453829.0,5040549,Health Care
GL,Globe Life Inc. Common Stock,180.07,13981492113.0,773220,Finance
DECK,Deckers Outdoor Corporation Common Stock,100.33,13933926416.0,2018759,Consumer Discretionary
PTC,PTC Inc. Common Stock,119.78,13835283646.0,2269543,Technology
HRL,Hormel Foods Corporation Common Stock,24.88,13691836180.0,4670195,Consumer Staples
AIZ,Assurant Inc. Common Stock,274.14,13582989207.0,300185,Finance
SOLV,Solventum Corporation Common Stock,78.35,13568238685.0,1134007,Health Care
UDR,UDR Inc. Common Stock,40.62,13198073825.0,3251352,Real Estate
ALGN,Align Technology Inc. Common Stock,181.49,12997973869.0,1506307,Health Care
LDOS,Leidos Holdings Inc. Common Stock,103.07,12964707981.0,1646200,Technology
PNW,Pinnacle West Capital Corporation Common Stock,106.3,12882195746.0,1089144,Utilities
ZBRA,Zebra Technologies Corporation Class A Common Stock,267.85,12758604047.0,939921,Industrials
APTV,Aptiv PLC Ordinary Shares,60.28,12756485368.0,3158741,Consumer Discretionary
TYL,Tyler Technologies Inc. Common Stock,301.67,12720656150.0,829401,Technology
LULU,lululemon athletica inc. Common Stock,116.4,12622178195.0,2623328,Consumer Discretionary
RVTY,Revvity Inc. Common Stock,112.84,12588404785.0,1436323,Industrials
AVY,Avery Dennison Corporation Common Stock,163.12,12477111601.0,614856,Consumer Discretionary
PNR,Pentair plc. Ordinary Share,76.38,12343431222.0,2018308,Industrials
SJM,The J.M. Smucker Company Common Stock,114.86,12276316053.0,1933916,Consumer Staples
TRMB,Trimble Inc. Common Stock,52.58,12257003669.0,4417006,Industrials
MGM,MGM Resorts International Common Stock,47.52,12158050687.0,3558091,Consumer Discretionary
ALLE,Allegion plc Ordinary Shares,139.93,12025005030.0,1079253,Consumer Discretionary
CSGP,CoStar Group Inc. Common Stock,29.36,11989323792.0,6235117,Finance
IVZ,Invesco Ltd Common Stock,26.83,11893648556.0,5218601,Finance
CLX,Clorox Company (The) Common Stock,96.42,11659236663.0,1827881,Consumer Discretionary
CPT,Camden Property Trust Common Stock,115.66,11626112203.0,1147705,Real Estate
HAS,Hasbro Inc. Common Stock,81.46,11525831770.0,1519947,Consumer Discretionary
ERIE,Erie Indemnity Company Class A Common Stock,249.265,11513951667.0,358255,Finance
GDDY,GoDaddy Inc. Class A Common Stock,86.91,11507739803.0,1591280,Technology
PSKY,Paramount Skydance Corporation Class B Common Stock,10.17,11381990000.0,7971081,Industrials
APA,APA Corporation Common Stock,31.87,11265096134.0,5153487,Energy
BAX,Baxter International Inc. Common Stock,21.69,11202212784.0,6497896,Health Care
TECH,Bio-Techne Corp Common Stock,71.0,11116381321.0,12482407,Health Care
PODD,Insulet Corporation Common Stock,159.79,11067802258.0,1556443,Health Care
CRL,Charles River Laboratories International Inc. Common Stock,229.09,11034745266.0,1086212,Health Care
HII,Huntington Ingalls Industries Inc. Common Stock,278.97,10992541970.0,395412,Industrials
BXP,BXP Inc. Common Stock,67.76,10806188014.0,1449804,Real Estate
AES,The AES Corporation Common Stock,14.64,10440628918.0,8637544,Utilities
FRT,Federal Realty Investment Trust Common Stock,120.41,10402123211.0,1320147,Real Estate
JKHY,Jack Henry & Associates Inc. Common Stock,142.42,10119052088.0,1385874,Technology
DPZ,Domino's Pizza Inc Common Stock,304.18,10117595617.0,733689,Consumer Discretionary
WYNN,Wynn Resorts Limited Common stock,96.11,9974942524.0,1403134,Consumer Discretionary
SWKS,Skyworks Solutions Inc. Common Stock,65.93,9916265141.0,6482983,Technology
HSIC,Henry Schein Inc. Common Stock,84.52,9628244302.0,1191961,Health Care
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,20.67,9489806594.0,14805477,Consumer Discretionary
ARE,Alexandria Real Estate Equities Inc. Common Stock,53.01,9238025135.0,1616506,Real Estate
BLDR,Builders FirstSource Inc. Common Stock,84.77,9117850689.0,2276489,Consumer Discretionary
UHS,Universal Health Services Inc. Common Stock,150.58,9115563734.0,883177,Health Care
TTD,The Trade Desk Inc. Class A Common Stock,19.15,9002575113.0,18777188,Technology
IT,Gartner Inc. Common Stock,133.76,8955484673.0,1470953,Consumer Discretionary
FDS,FactSet Research Systems Inc. Common Stock,245.55,8945663235.0,1960934,Technology
AOS,A.O. Smith Corporation Common Stock,62.14,8564670695.0,1502634,Consumer Discretionary
TAP,Molson Coors Beverage Company Class B Common Stock,39.04,7322005094.0,3080390,Consumer Staples
MOS,Mosaic Company (The) Common Stock,21.3,6770133517.0,10502076,Industrials
BF/B,Brown Forman Corporation,25.83,,2912153,
