ticker,yahoo_symbol,symbol_type,active_flag,name,industry,market_cap,last_price,volume,source_symbol
SN,SN,stock,TRUE,SharkNinja Inc. Ordinary Shares,Consumer Discretionary,17473521195,123.47,1774911,SN
ITT,ITT,stock,TRUE,ITT Inc. Common Stock,Industrials,17278338000,193.27,595089,ITT
ARXS,ARXS,stock,TRUE,Arxis Inc. Class A Common Stock,Industrials,17225852091,41.98,840171,ARXS
GIS,GIS,stock,TRUE,General Mills Inc. Common Stock,Consumer Staples,17184535220,32.2,13804009,GIS
TLN,TLN,stock,TRUE,Talen Energy Corporation Common Stock,Utilities,17162944247,378.08,524132,TLN
EWBC,EWBC,stock,TRUE,East West Bancorp Inc. Common Stock,Finance,17153301965,125.21,629696,EWBC
LOGI,LOGI,stock,TRUE,Logitech International S.A. Ordinary Shares,Technology,17036238584,118.69,803822,LOGI
PR,PR,stock,TRUE,Permian Resources Corporation Class A Common Stock,Energy,16879728580,20.16,5916425,PR
NWS,NWS,stock,TRUE,News Corporation Class B Common Stock,Consumer Discretionary,16850411273,30.78,1199372,NWS
NBIX,NBIX,stock,TRUE,Neurocrine Biosciences Inc. Common Stock,Health Care,16827039655,167.35,1302020,NBIX
ZBH,ZBH,stock,TRUE,Zimmer Biomet Holdings Inc. Common Stock,Health Care,16771262565,86.69,1623416,ZBH
HST,HST,stock,TRUE,Host Hotels & Resorts Inc. Common Stock,Real Estate,16745298420,24.45,7828345,HST
SSNC,SSNC,stock,TRUE,SS&C Technologies Holdings Inc. Common Stock,Technology,16713882307,69.4,2921470,SSNC
NVR,NVR,stock,TRUE,NVR Inc. Common Stock,Consumer Discretionary,16674255493,6177.27,35889,NVR
VNOM,VNOM,stock,TRUE,Viper Energy Inc. Class A Common Stock,Energy,16648015310,46.37,1459863,VNOM
BEN,BEN,stock,TRUE,Franklin Resources Inc. Common Stock,Finance,16612800069,31.97,7809328,BEN
WPC,WPC,stock,TRUE,W. P. Carey Inc. REIT,Real Estate,16478238988,73.98,1787065,WPC
GNRC,GNRC,stock,TRUE,Generac Holdlings Inc. Common Stock,Consumer Discretionary,16373734933,278.14,500177,GNRC
AAOI,AAOI,stock,TRUE,Applied Optoelectronics Inc. Common Stock,Technology,16280454997,202.89,14533608,AAOI
TPG,TPG,stock,TRUE,TPG Inc. Class A Common Stock,Finance,16198765300,42.15,2347446,TPG
KIM,KIM,stock,TRUE,Kimco Realty Corporation (HC) Common Stock,Real Estate,16192098906,24.01,3556284,KIM
PTC,PTC,stock,TRUE,PTC Inc. Common Stock,Technology,16031048733,138.79,1789669,PTC
IEX,IEX,stock,TRUE,IDEX Corporation Common Stock,Industrials,16008715597,216.29,563364,IEX
GEN,GEN,stock,TRUE,Gen Digital Inc. Common Stock,Technology,15976545808,26.52,6147178,GEN
NDSN,NDSN,stock,TRUE,Nordson Corporation Common Stock,Industrials,15962077743,286.48,344774,NDSN
MOD,MOD,stock,TRUE,Modine Manufacturing Company Common Stock,Consumer Discretionary,15908642600,301.21,1062704,MOD
OWL,OWL,stock,TRUE,Blue Owl Capital Inc. Class A Common Stock,Finance,15886722649,10.19,43875516,OWL
RBRK,RBRK,stock,TRUE,Rubrik Inc. Class A Common Stock,Technology,15847357372,77,9244780,RBRK
TXT,TXT,stock,TRUE,Textron Inc. Common Stock,Industrials,15839547279,91.09,1278918,TXT
BWA,BWA,stock,TRUE,BorgWarner Inc. Common Stock,Consumer Discretionary,15800003905,77.03,3875388,BWA
SMTC,SMTC,stock,TRUE,Semtech Corporation Common Stock,Technology,15775150301,169.35,2695717,SMTC
CG,CG,stock,TRUE,The Carlyle Group Inc. Common Stock,Finance,15669686807,43.53,5345217,CG
LDOS,LDOS,stock,TRUE,Leidos Holdings Inc. Common Stock,Technology,15669095500,124.57,1093591,LDOS
WMG,WMG,stock,TRUE,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,15648465840,30,2946949,WMG
NLY,NLY,stock,TRUE,Annaly Capital Management Inc. Common Stock,Real Estate,15579864617,21.27,6906597,NLY
PL,PL,stock,TRUE,Planet Labs PBC Class A Common Stock,Technology,15513795822,43.53,18993310,PL
TSCO,TSCO,stock,TRUE,Tractor Supply Company Common Stock,Consumer Discretionary,15403085222,29.37,10236296,TSCO
LAMR,LAMR,stock,TRUE,Lamar Advertising Company Class A Common Stock,Real Estate,15315636994,150.93,396449,LAMR
CLH,CLH,stock,TRUE,Clean Harbors Inc. Common Stock,Industrials,15161526581,286.9,418089,CLH
DECK,DECK,stock,TRUE,Deckers Outdoor Corporation Common Stock,Consumer Discretionary,15132469075,108.96,1536665,DECK
YUMC,YUMC,stock,TRUE,Yum China Holdings Inc. Common Stock,Consumer Discretionary,15048860353,42.85,1287412,YUMC
SANM,SANM,stock,TRUE,Sanmina Corporation Common Stock,Technology,15014333506,280.13,657865,SANM
WSO,WSO,stock,TRUE,Watsco Inc. Common Stock,Consumer Discretionary,15005069498,369.06,323450,WSO
BBY,BBY,stock,TRUE,Best Buy Co. Inc. Common Stock,Consumer Discretionary,14957251325,70.99,4160899,BBY
NTNX,NTNX,stock,TRUE,Nutanix Inc. Class A Common Stock,Technology,14859518380,54.97,4695597,NTNX
IESC,IESC,stock,TRUE,IES Holdings Inc. Common Stock,Industrials,14785317304,742.09,118543,IESC
PFGC,PFGC,stock,TRUE,Performance Food Group Company Common Stock,Consumer Discretionary,14755449704,93.93,1842658,PFGC
NWSA,NWSA,stock,TRUE,News Corporation Class A Common Stock,Consumer Discretionary,14693471038,26.84,3644145,NWSA
DY,DY,stock,TRUE,Dycom Industries Inc. Common Stock,Industrials,14672467969,488.57,350746,DY
MLI,MLI,stock,TRUE,Mueller Industries Inc. Common Stock,Industrials,14659451872,132.58,416155,MLI
SGI,SGI,stock,TRUE,Somnigroup International Inc. Common Stock,Consumer Discretionary,14646017649,69.63,3108418,SGI
TME,TME,stock,TRUE,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Discretionary,14637311850,9.3,10549816,TME
BEPC,BEPC,stock,TRUE,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,Utilities,14634492466,38.83,1304845,BEPC
TOST,TOST,stock,TRUE,Toast Inc. Class A Common Stock,Technology,14627600000,25.22,6859414,TOST
J,J,stock,TRUE,Jacobs Solutions Inc. Common Stock,Industrials,14591254218,123.57,868726,J
PNFP,PNFP,stock,TRUE,Pinnacle Financial Partners Inc. Common stock,Finance,14565185609,96.39,1090930,PNFP
DTM,DTM,stock,TRUE,DT Midstream Inc. Common Stock,Utilities,14556394497,142.69,642040,DTM
LECO,LECO,stock,TRUE,Lincoln Electric Holdings Inc. Common Shares,Industrials,14455031102,263.84,251318,LECO
HUT,HUT,stock,TRUE,Hut 8 Corp. Common Stock,Finance,14385023749,127.76,3741487,HUT
SOLV,SOLV,stock,TRUE,Solventum Corporation Common Stock,Health Care,14273059763,82.42,2488630,SOLV
NIO,NIO,stock,TRUE,NIO Inc. American depositary shares each  representing one Class A ordinary share,Industrials,14257245355,5.69,24531997,NIO
RRX,RRX,stock,TRUE,Regal Rexnord Corporation Common Stock,Consumer Discretionary,14236568882,213.86,991176,RRX
MAS,MAS,stock,TRUE,Masco Corporation Common Stock,Industrials,14103254491,69.91,1603153,MAS
REG,REG,stock,TRUE,Regency Centers Corporation Common Stock,Real Estate,14039861857,76.68,1302938,REG
BALL,BALL,stock,TRUE,Ball Corporation Common Stock,Industrials,14031191130,52.7,3640931,BALL
ARMK,ARMK,stock,TRUE,Aramark Common Stock,Consumer Discretionary,14025943104,53.34,3333694,ARMK
VICR,VICR,stock,TRUE,Vicor Corporation Common Stock,Technology,13953380311,306.12,819907,VICR
THC,THC,stock,TRUE,Tenet Healthcare Corporation Common Stock,Health Care,13899927690,161.37,1812906,THC
JLL,JLL,stock,TRUE,Jones Lang LaSalle Incorporated Common Stock,Finance,13872606797,299.02,317693,JLL
CSL,CSL,stock,TRUE,Carlisle Companies Incorporated Common Stock,Industrials,13862930387,342.59,250958,CSL
CSGP,CSGP,stock,TRUE,CoStar Group Inc. Common Stock,Finance,13745253367,33.66,7347869,CSGP
ONTO,ONTO,stock,TRUE,Onto Innovation Inc. Common Stock,Industrials,13667542469,274.76,784374,ONTO
TRU,TRU,stock,TRUE,TransUnion Common Stock,Finance,13613608000,70.61,1153296,TRU
GPC,GPC,stock,TRUE,Genuine Parts Company Common Stock,Consumer Discretionary,13573908873,98.63,1468411,GPC
ARCC,ARCC,stock,TRUE,Ares Capital Corporation Common Stock,Finance,13570631771,18.9,5027248,ARCC
UNM,UNM,stock,TRUE,Unum Group Common Stock,Finance,13566600114,84.91,963360,UNM
DOC,DOC,stock,TRUE,Healthpeak Properties Inc. Common Stock,Real Estate,13512626159,19.6,7032722,DOC
APA,APA,stock,TRUE,APA Corporation Common Stock,Energy,13509632076,38.22,3103511,APA
EVR,EVR,stock,TRUE,Evercore Inc. Class A Common Stock,Finance,13414698626,346.79,366113,EVR
AUR,AUR,stock,TRUE,Aurora Innovation Inc. Class A Common Stock,Technology,13414629129,6.84,15617424,AUR
SOLS,SOLS,stock,TRUE,Solstice Advanced Materials Inc. Common Stock,Industrials,13360203487,84.13,1195247,SOLS
RPM,RPM,stock,TRUE,RPM International Inc. Common Stock,Consumer Discretionary,13294855318,104.17,528888,RPM
EXEL,EXEL,stock,TRUE,Exelixis Inc. Common Stock,Health Care,13193628307,52.49,2409970,EXEL
BBIO,BBIO,stock,TRUE,BridgeBio Pharma Inc. Common Stock,Health Care,13176999576,67.33,1968925,BBIO
DINO,DINO,stock,TRUE,HF Sinclair Corporation Common Stock,Energy,13129460077,72.83,2516085,DINO
MEDP,MEDP,stock,TRUE,Medpace Holdings Inc. Common Stock,Health Care,13100043747,458.69,221407,MEDP
GLPI,GLPI,stock,TRUE,Gaming and Leisure Properties Inc. Common Stock,Real Estate,13094042161,46.2,1801170,GLPI
TOL,TOL,stock,TRUE,Toll Brothers Inc. Common Stock,Consumer Discretionary,13069115220,139.82,764513,TOL
OHI,OHI,stock,TRUE,Omega Healthcare Investors Inc. Common Stock,Real Estate,13005013340,43.67,2355519,OHI
ALLY,ALLY,stock,TRUE,Ally Financial Inc. Common Stock,Finance,12999643059,42.41,2722727,ALLY
TYL,TYL,stock,TRUE,Tyler Technologies Inc. Common Stock,Technology,12993901258,308.15,691924,TYL
TRMB,TRMB,stock,TRUE,Trimble Inc. Common Stock,Industrials,12984311608,55.7,2708396,TRMB
WULF,WULF,stock,TRUE,TeraWulf Inc. Common Stock,Technology,12977999973,26.19,22562110,WULF
RGA,RGA,stock,TRUE,Reinsurance Group of America Incorporated Common Stock,Finance,12969640879,197.97,336120,RGA
HRL,HRL,stock,TRUE,Hormel Foods Corporation Common Stock,Consumer Staples,12816835395,23.29,5447119,HRL
GWRE,GWRE,stock,TRUE,Guidewire Software Inc. Common Stock,Technology,12797669740,151.17,3081325,GWRE
KNX,KNX,stock,TRUE,Knight-Swift Transportation Holdings Inc.,Industrials,12767153580,78.57,4654997,KNX
UDR,UDR,stock,TRUE,UDR Inc. Common Stock,Real Estate,12639218902,38.9,5079021,UDR
APLD,APLD,stock,TRUE,Applied Digital Corporation Common Stock,Finance,12616725147,44.15,14487405,APLD
PEN,PEN,stock,TRUE,Penumbra Inc. Common Stock,Health Care,12610834798,320.63,823449,PEN
DT,DT,stock,TRUE,Dynatrace Inc. Common Stock,Technology,12606325452,43.25,3454227,DT
DKNG,DKNG,stock,TRUE,DraftKings Inc. Class A Common Stock,Consumer Discretionary,12586788087,25.37,9390821,DKNG
SAIA,SAIA,stock,TRUE,Saia Inc. Common Stock,Industrials,12573610416,471.43,280666,SAIA
MKC,MKC,stock,TRUE,McCormick & Company Incorporated Common Stock,Consumer Staples,12527958101,46.62,3085078,MKC
IVZ,IVZ,stock,TRUE,Invesco Ltd Common Stock,Finance,12487666039,28.17,2925065,IVZ
AIZ,AIZ,stock,TRUE,Assurant Inc. Common Stock,Finance,12469158327,251.66,432297,AIZ
VIAV,VIAV,stock,TRUE,Viavi Solutions Inc. Common Stock,Technology,12446237763,53.21,4889335,VIAV
IONS,IONS,stock,TRUE,Ionis Pharmaceuticals Inc. Common Stock,Health Care,12416175832,75.13,1241131,IONS
FNF,FNF,stock,TRUE,Fidelity National Financial Inc. Common Stock,Finance,12389321566,46.03,1457056,FNF
ELAN,ELAN,stock,TRUE,Elanco Animal Health Incorporated Common Stock,Health Care,12341399196,24.71,7598990,ELAN
DVA,DVA,stock,TRUE,DaVita Inc. Common Stock,Health Care,12337314000,192.17,676860,DVA
GGG,GGG,stock,TRUE,Graco Inc. Common Stock,Industrials,12333095233,74.31,1402368,GGG
SWK,SWK,stock,TRUE,Stanley Black & Decker Inc. Common Stock,Consumer Discretionary,12329180781,79.31,1016566,SWK
MGM,MGM,stock,TRUE,MGM Resorts International Common Stock,Consumer Discretionary,12265508206,47.94,3689298,MGM
AEIS,AEIS,stock,TRUE,Advanced Energy Industries Inc. Common Stock,Technology,12204798444,320.92,566649,AEIS
NYT,NYT,stock,TRUE,New York Times Company (The) Common Stock,Consumer Discretionary,12180168100,75.25,1041093,NYT
PNW,PNW,stock,TRUE,Pinnacle West Capital Corporation Common Stock,Utilities,12176886440,100.48,1091780,PNW
LFUS,LFUS,stock,TRUE,Littelfuse Inc. Common Stock,Energy,12144743257,480.24,235766,LFUS
COO,COO,stock,TRUE,The Cooper Companies Inc. Common Stock,Health Care,12100994964,62.02,4059889,COO
PINS,PINS,stock,TRUE,Pinterest Inc. Class A Common Stock,Technology,12093796690,21.59,27526636,PINS
CRBG,CRBG,stock,TRUE,Corebridge Financial Inc. Common Stock,Finance,12066889057,26.42,3774921,CRBG
ALGN,ALGN,stock,TRUE,Align Technology Inc. Common Stock,Health Care,12052614593,168.29,979570,ALGN
SWKS,SWKS,stock,TRUE,Skyworks Solutions Inc. Common Stock,Technology,12021948623,79.93,3771132,SWKS
ELS,ELS,stock,TRUE,Equity Lifestyle Properties Inc. Common Stock,Real Estate,11989219526,61.82,1482730,ELS
GL,GL,stock,TRUE,Globe Life Inc. Common Stock,Finance,11981363070,154.31,425667,GL
PSKY,PSKY,stock,TRUE,Paramount Skydance Corporation Class B Common Stock,Industrials,11952768259,10.68,4881928,PSKY
HAS,HAS,stock,TRUE,Hasbro Inc. Common Stock,Consumer Discretionary,11951718753,84.47,2497739,HAS
AXSM,AXSM,stock,TRUE,Axsome Therapeutics Inc. Common Stock,Health Care,11911906634,231.48,557783,AXSM
FIG,FIG,stock,TRUE,Figma Inc. Class A Common Stock,Technology,11893756658,22.51,14246185,FIG
KTOS,KTOS,stock,TRUE,Kratos Defense & Security Solutions Inc. Common Stock,Industrials,11888766986,63.4,4224782,KTOS
AMH,AMH,stock,TRUE,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,11870806889,32.92,2114385,AMH
SPXC,SPXC,stock,TRUE,SPX Technologies Inc. Common Stock,Industrials,11848742468,236.14,575157,SPXC
AGNC,AGNC,stock,TRUE,AGNC Investment Corp. Common Stock,Real Estate,11812192209,10.29,15650032,AGNC
WBS,WBS,stock,TRUE,Webster Financial Corporation Common Stock,Finance,11811731704,72.9,2349553,WBS
QXO,QXO,stock,TRUE,QXO Inc. Common Stock,Consumer Discretionary,11771705749,16.23,14721101,QXO
AAON,AAON,stock,TRUE,AAON Inc. Common Stock,Industrials,11766617142,143.65,1023954,AAON
CACI,CACI,stock,TRUE,CACI International Inc. Class A Common Stock,Technology,11755446130,532.13,284605,CACI
AVY,AVY,stock,TRUE,Avery Dennison Corporation Common Stock,Consumer Discretionary,11722151501,153.25,456821,AVY
ZBRA,ZBRA,stock,TRUE,Zebra Technologies Corporation Class A Common Stock,Industrials,11693045068,245.48,769177,ZBRA
MP,MP,stock,TRUE,MP Materials Corp. Common Stock,Basic Materials,11653333081,65.46,4029506,MP
HII,HII,stock,TRUE,Huntington Ingalls Industries Inc. Common Stock,Industrials,11605668661,294.53,497255,HII
AIT,AIT,stock,TRUE,Applied Industrial Technologies Inc. Common Stock,Consumer Discretionary,11593099225,313.67,207051,AIT
SMMT,SMMT,stock,TRUE,Summit Therapeutics Inc. Common Stock,Health Care,11518253652,14.84,5414718,SMMT
FHN,FHN,stock,TRUE,First Horizon Corporation Common Stock,Finance,11509481965,24.25,4037634,FHN
AR,AR,stock,TRUE,Antero Resources Corporation Common Stock,Energy,11494915600,37.1,4029507,AR
ARW,ARW,stock,TRUE,Arrow Electronics Inc. Common Stock,Technology,11473946143,224.39,553534,ARW
BLD,BLD,stock,TRUE,TopBuild Corp. Common Stock,Consumer Discretionary,11434441436,406.31,1166356,BLD
RVTY,RVTY,stock,TRUE,Revvity Inc. Common Stock,Industrials,11423720755,102.4,865055,RVTY
CNA,CNA,stock,TRUE,CNA Financial Corporation Common Stock,Finance,11394783621,42.12,393947,CNA
OKLO,OKLO,stock,TRUE,Oklo Inc. Class A common stock,Utilities,11377270640,65.39,11973883,OKLO
MDGL,MDGL,stock,TRUE,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,11362520425,492.83,219096,MDGL
COKE,COKE,stock,TRUE,Coca-Cola Consolidated Inc. Common Stock,Consumer Staples,11333902339,170.27,400116,COKE
EQH,EQH,stock,TRUE,Equitable Holdings Inc. Common Stock,Finance,11319894672,40.21,3711113,EQH
JEF,JEF,stock,TRUE,Jefferies Financial Group Inc. Common Stock,Finance,11292840639,55.24,1231389,JEF
BJ,BJ,stock,TRUE,BJ's Wholesale Club Holdings Inc. Common Stock,Consumer Discretionary,11288148451,88.4,2793695,BJ
HL,HL,stock,TRUE,Hecla Mining Company Common Stock,Industrials,11288089742,16.83,19893705,HL
HUBS,HUBS,stock,TRUE,HubSpot Inc. Common Stock,Technology,11286853364,220.37,1516335,HUBS
PAG,PAG,stock,TRUE,Penske Automotive Group Inc. Common Stock,Consumer Discretionary,11283229651,171.61,223235,PAG
CPT,CPT,stock,TRUE,Camden Property Trust Common Stock,Real Estate,11259215181,112.01,1345787,CPT
GDDY,GDDY,stock,TRUE,GoDaddy Inc. Class A Common Stock,Technology,11233651419,84.84,3525799,GDDY
ALLE,ALLE,stock,TRUE,Allegion plc Ordinary Shares,Consumer Discretionary,11201739481,130.35,788477,ALLE
GLXY,GLXY,stock,TRUE,Galaxy Digital Inc. Class A Common Stock,Finance,11097239475,28.41,8428532,GLXY
IT,IT,stock,TRUE,Gartner Inc. Common Stock,Consumer Discretionary,11038357939,164.87,1075918,IT
FRVO,FRVO,stock,TRUE,Fervo Energy Company Class A common stock,Utilities,11019232260,38.86,2169684,FRVO
JOBY,JOBY,stock,TRUE,Joby Aviation Inc. Common Stock,Industrials,10957781371,11.14,23673541,JOBY
SF,SF,stock,TRUE,Stifel Financial Corporation Common Stock,Finance,10955954342,71.42,1844550,SF
POWL,POWL,stock,TRUE,Powell Industries Inc. Common Stock,Energy,10931680599,300.06,418098,POWL
WLK,WLK,stock,TRUE,Westlake Corporation Common Stock,Industrials,10922480976,85.25,781683,WLK
BMRN,BMRN,stock,TRUE,BioMarin Pharmaceutical Inc. Common Stock,Health Care,10914772214,56.47,2077489,BMRN
CR,CR,stock,TRUE,Crane Company Common Stock,Industrials,10876977415,188.36,348652,CR
GMED,GMED,stock,TRUE,Globus Medical Inc. Class A Common Stock,Health Care,10859570080,80,1328257,GMED
CLX,CLX,stock,TRUE,Clorox Company (The) Common Stock,Consumer Discretionary,10838180690,89.63,2694864,CLX
SJM,SJM,stock,TRUE,The J.M. Smucker Company Common Stock,Consumer Staples,10784278017,101.12,1216438,SJM
CGNX,CGNX,stock,TRUE,Cognex Corporation Common Stock,Industrials,10762345896,64.67,1840941,CGNX
WYNN,WYNN,stock,TRUE,Wynn Resorts Limited Common stock,Consumer Discretionary,10752305124,103.6,1052282,WYNN
AFG,AFG,stock,TRUE,American Financial Group Inc. Common Stock,Finance,10681546830,128.56,389344,AFG
SEIC,SEIC,stock,TRUE,SEI Investments Company Common Stock,Finance,10653780214,88.58,505594,SEIC
GSAT,GSAT,stock,TRUE,Globalstar Inc. Common Stock,Consumer Discretionary,10644405147,82.65,1106348,GSAT
FIVE,FIVE,stock,TRUE,Five Below Inc. Common Stock,Consumer Discretionary,10626026506,192.17,5053434,FIVE
TXRH,TXRH,stock,TRUE,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,10602186900,161.3,1926536,TXRH
ARWR,ARWR,stock,TRUE,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,10586813698,75.16,1130392,ARWR
VMI,VMI,stock,TRUE,Valmont Industries Inc. Common Stock,Industrials,10578110157,544.88,197715,VMI
SAIL,SAIL,stock,TRUE,SailPoint Inc. Common Stock,Technology,10556012344,18.61,4679004,SAIL
WTS,WTS,stock,TRUE,Watts Water Technologies Inc. Class A Common Stock,Industrials,10520467712,315.07,207224,WTS
AES,AES,stock,TRUE,The AES Corporation Common Stock,Utilities,10504813112,14.73,5942331,AES
CIFR,CIFR,stock,TRUE,Cipher Digital Inc. Common Stock,Finance,10451206983,25.55,25965367,CIFR
FRT,FRT,stock,TRUE,Federal Realty Investment Trust Common Stock,Real Estate,10436678890,120.81,802395,FRT
FROG,FROG,stock,TRUE,JFrog Ltd. Ordinary Shares,Technology,10435675420,86.16,1801020,FROG
WTRG,WTRG,stock,TRUE,Essential Utilities Inc. Common Stock,Utilities,10423512125,36.75,1294879,WTRG
SFD,SFD,stock,TRUE,Smithfield Foods Inc. Common Stock,Consumer Staples,10399604061,26.43,1668210,SFD
CCK,CCK,stock,TRUE,Crown Holdings Inc.,Industrials,10399140178,93.06,1024598,CCK
RIOT,RIOT,stock,TRUE,Riot Platforms Inc. Common Stock,Finance,10378556266,27.47,16212509,RIOT
WTFC,WTFC,stock,TRUE,Wintrust Financial Corporation Common Stock,Finance,10285108312,152.49,446871,WTFC
R,R,stock,TRUE,Ryder System Inc. Common Stock,Consumer Discretionary,10251572129,264.96,307830,R
AM,AM,stock,TRUE,Antero Midstream Corporation Common Stock,Utilities,10250068400,21.58,1655743,AM
ESI,ESI,stock,TRUE,Element Solutions Inc. Common Stock,Industrials,10233938388,42.01,3036655,ESI
DPZ,DPZ,stock,TRUE,Domino's Pizza Inc Common Stock,Consumer Discretionary,10228357644,307.51,746142,DPZ
AVAV,AVAV,stock,TRUE,AeroVironment Inc. Common Stock,Industrials,10206508169,204.4,1021653,AVAV
LUMN,LUMN,stock,TRUE,Lumen Technologies Inc. Common Stock,Telecommunications,10200079593,9.9,13172930,LUMN
BMNR,BMNR,stock,TRUE,BitMine Immersion Technologies Inc. Common Stock,Finance,10189729292,17.89,50488363,BMNR
CNM,CNM,stock,TRUE,Core & Main Inc. Class A Common Stock,Consumer Discretionary,10185438315,52.37,2045618,CNM
PODD,PODD,stock,TRUE,Insulet Corporation Common Stock,Health Care,10141040920,146.41,1410720,PODD
ERIE,ERIE,stock,TRUE,Erie Indemnity Company Class A Common Stock,Finance,10139520311,219.51,226067,ERIE
QBTS,QBTS,stock,TRUE,D-Wave Quantum Inc. Common Shares,Technology,10136627292,27.64,39223006,QBTS
SNAP,SNAP,stock,TRUE,Snap Inc. Class A Common Stock,Technology,10058966869,6.07,60188685,SNAP
WMS,WMS,stock,TRUE,Advanced Drainage Systems Inc. Common Stock,Consumer Discretionary,10055874118,131.2,930401,WMS
MOH,MOH,stock,TRUE,Molina Healthcare Inc Common Stock,Health Care,10045401000,192.81,1004592,MOH
BSY,BSY,stock,TRUE,Bentley Systems Incorporated Class B Common Stock,Technology,10043518042,33.06,2565289,BSY
BAX,BAX,stock,TRUE,Baxter International Inc. Common Stock,Health Care,9993675305,19.35,5959732,BAX
GME,GME,stock,TRUE,GameStop Corporation Common Stock,Consumer Discretionary,9992353625,22.27,6818949,GME
ALGM,ALGM,stock,TRUE,Allegro MicroSystems Inc. Common Stock,Technology,9985245410,53.62,2090764,ALGM
DOCU,DOCU,stock,TRUE,DocuSign Inc. Common Stock,Technology,9981481141,50.94,7123174,DOCU
MUSA,MUSA,stock,TRUE,Murphy USA Inc. Common Stock,Consumer Discretionary,9969921642,539.77,234109,MUSA
VSAT,VSAT,stock,TRUE,ViaSat Inc. Common Stock,Technology,9959973742,72.93,2186399,VSAT
GTLS,GTLS,stock,TRUE,Chart Industries Inc. Common Stock,Industrials,9934269342,207.53,1041047,GTLS
EHC,EHC,stock,TRUE,Encompass Health Corporation Common Stock,Health Care,9904036147,99.84,1136061,EHC
BXP,BXP,stock,TRUE,BXP Inc. Common Stock,Real Estate,9895572112,62.05,1327107,BXP
TTD,TTD,stock,TRUE,The Trade Desk Inc. Class A Common Stock,Technology,9886378832,21.03,19800472,TTD
FORM,FORM,stock,TRUE,FormFactor Inc. FormFactor Inc. Common Stock,Technology,9869463909,126.605,1261117,FORM
BPOP,BPOP,stock,TRUE,Popular Inc. Common Stock,Finance,9859425804,152.77,565580,BPOP
LINE,LINE,stock,TRUE,Lineage Inc. Common Stock,Real Estate,9835532568,43.2,839892,LINE
ALSN,ALSN,stock,TRUE,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,9817961431,118.38,732232,ALSN
UMBF,UMBF,stock,TRUE,UMB Financial Corporation Common Stock,Finance,9778462165,128.7,699152,UMBF
BROS,BROS,stock,TRUE,Dutch Bros Inc. Class A Common Stock,Consumer Discretionary,9766330308,55.92,3373153,BROS
HLI,HLI,stock,TRUE,Houlihan Lokey Inc. Class A Common Stock,Finance,9751185444,141.2,520357,HLI
FCFS,FCFS,stock,TRUE,FirstCash Holdings Inc. Common Stock,Consumer Discretionary,9751032656,222.44,253441,FCFS
CART,CART,stock,TRUE,Maplebear Inc. Common Stock,Consumer Discretionary,9749036685,41.48,3544021,CART
DCI,DCI,stock,TRUE,Donaldson Company Inc. Common Stock,Industrials,9742324257,84.05,729482,DCI
OGE,OGE,stock,TRUE,OGE Energy Corp Common Stock,Utilities,9693401857,46.97,1205872,OGE
OC,OC,stock,TRUE,Owens Corning Inc Common Stock New,Industrials,9692388475,120.36,901215,OC
DAR,DAR,stock,TRUE,Darling Ingredients Inc. Common Stock,Consumer Staples,9650069481,60.72,2430880,DAR
FLS,FLS,stock,TRUE,Flowserve Corporation Common Stock,Industrials,9639205524,75.42,1187270,FLS
SCI,SCI,stock,TRUE,Service Corporation International Common Stock,Consumer Discretionary,9631755370,69.81,3261822,SCI
AGX,AGX,stock,TRUE,Argan Inc. Common Stock,Consumer Discretionary,9624763385,689.43,379385,AGX
LGN,LGN,stock,TRUE,Legence Corp. Class A Common stock,Consumer Discretionary,9604572155,88.9,814236,LGN
ENSG,ENSG,stock,TRUE,The Ensign Group Inc. Common Stock,Health Care,9601994766,164.29,643337,ENSG
DDS,DDS,stock,TRUE,Dillard's Inc. Common Stock,Consumer Discretionary,9581073059,613.5,106345,DDS
BAH,BAH,stock,TRUE,Booz Allen Hamilton Holding Corporation Common Stock,Consumer Discretionary,9580887861,80.01,1191982,BAH
W,W,stock,TRUE,Wayfair Inc. Class A Common Stock,Consumer Discretionary,9568426213,72.49,3290287,W
RRC,RRC,stock,TRUE,Range Resources Corporation Common Stock,Energy,9540344903,40.49,2832711,RRC
TEM,TEM,stock,TRUE,Tempus AI Inc. Class A Common Stock,Technology,9384054723,52.26,13897326,TEM
MASI,MASI,stock,TRUE,Masimo Corporation Common Stock,Health Care,9368243051,178.9,951983,MASI
SIRI,SIRI,stock,TRUE,SiriusXM Holdings Inc. Common Stock,Consumer Discretionary,9354668021,27.79,4386974,SIRI
XE,XE,stock,TRUE,X-Energy Inc. Class A Common Stock,Industrials,9347630525,23.65,7447831,XE
ACM,ACM,stock,TRUE,AECOM Common Stock,Consumer Discretionary,9341045826,72.68,2284680,ACM
AYI,AYI,stock,TRUE,Acuity Inc. Common Stock,Consumer Discretionary,9337374896,308.01,359469,AYI
